Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release,Drug_SMILES,Polymer_SMILES
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,22.03,0.03,0.07,0.12,0.61,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,23.95,0.03,0.07,0.12,0.63,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,25.0,0.03,0.07,0.12,0.64,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,27.05,0.03,0.07,0.12,0.67,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,28.97,0.03,0.07,0.12,0.69,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,32.01,0.03,0.07,0.12,0.72,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
23,TAH-PVL-co-PAVL,0.0,15000.0,0.18,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,34.93,0.03,0.07,0.12,0.74,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,0.0,0.04,0.07,0.12,0.0,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,0.25,0.04,0.07,0.12,0.05,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,0.62,0.04,0.07,0.12,0.09,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,1.18,0.04,0.07,0.12,0.13,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,2.16,0.04,0.07,0.12,0.16,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,3.21,0.04,0.07,0.12,0.18,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,4.25,0.04,0.07,0.12,0.2,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,5.24,0.04,0.07,0.12,0.22,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,6.96,0.04,0.07,0.12,0.23,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,8.98,0.04,0.07,0.12,0.29,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,10.15,0.04,0.07,0.12,0.31,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,11.32,0.04,0.07,0.12,0.33,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,16.96,0.04,0.07,0.12,0.36,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,18.07,0.04,0.07,0.12,0.38,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,19.11,0.04,0.07,0.12,0.38,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,25.8,0.04,0.07,0.12,0.47,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,27.95,0.04,0.07,0.12,0.49,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,30.1,0.04,0.07,0.12,0.51,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
28,TAH-PVL-co-PAVL,0.0,39000.0,0.07,295.0,13.63,1.0,0.1,2.48,0.5,532.65,99.13,8.0,4.41,33.16,0.04,0.07,0.12,0.52,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,0.0,0.05,0.07,0.1,0.0,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,0.04,0.05,0.07,0.1,0.06,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,0.17,0.05,0.07,0.1,0.07,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,1.0,0.05,0.07,0.1,0.1,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,2.0,0.05,0.07,0.1,0.14,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,3.0,0.05,0.07,0.1,0.18,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,4.0,0.05,0.07,0.1,0.24,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,5.0,0.05,0.07,0.1,0.28,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,6.0,0.05,0.07,0.1,0.34,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,7.0,0.05,0.07,0.1,0.36,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,8.0,0.05,0.07,0.1,0.42,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,9.0,0.05,0.07,0.1,0.49,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,10.0,0.05,0.07,0.1,0.53,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,11.0,0.05,0.07,0.1,0.6,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,12.0,0.05,0.07,0.1,0.63,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,13.0,0.05,0.07,0.1,0.66,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,14.0,0.05,0.07,0.1,0.7,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,15.0,0.05,0.07,0.1,0.73,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,16.0,0.05,0.07,0.1,0.73,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,17.0,0.05,0.07,0.1,0.76,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,18.0,0.05,0.07,0.1,0.78,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,19.0,0.05,0.07,0.1,0.81,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,20.0,0.05,0.07,0.1,0.83,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,21.0,0.05,0.07,0.1,0.85,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,22.0,0.05,0.07,0.1,0.86,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,23.0,0.05,0.07,0.1,0.88,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,24.0,0.05,0.07,0.1,0.89,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,25.0,0.05,0.07,0.1,0.9,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
178,TAH-PVL-co-PAVL,0.0,32000.0,0.15,295.0,13.63,1.25,0.37,91.19,0.5,532.65,99.13,8.0,4.41,26.0,0.05,0.07,0.1,0.91,CC1C[C@@H]2C[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C(=C/[C@H](C[C@H](C[C@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)OC)/C)C)O)OC)C)OC,O=C1CCCCO1.O=C1CC(CC=C)CCO1
